WPABESABOG;C;KN;WP;7;;1.0;0;1;C62;
WPABESN;C;KN;WP;88;;23.0;0;1;C62;
WPABH;C;KN;WP;89;90.0;;0;1;C62;
WPABKONA;C;KN;WP;96;;;0;1;C62;
WPABKONN;C;KN;WP;97;;;0;1;C62;
WPABREGS;C;KN;WP;98;;24.0;0;1;C62;
WPADAB;C;KN;WP;100;;;0;1;C62;
WPADDRE;C;KN;WP;102;;;0;1;C62;
WPADKAKLA;C;KN;WP;104;;;0;1;C62;
WPADRRE;C;KN;WP;105;;;0;1;C62;
WPAPGBEE;C;KN;WP;106;;26.0;0;1;C62;
WPAPGBEF;C;KN;WP;365;;26.0;0;1;C62;
WPAPGDB;C;KN;WP;366;;75.0;0;1;C62;
WPAPGFR;C;KN;WP;451;;89.0;0;1;C62;
WPAPGN;C;KN;WP;482;;115.0;0;1;C62;
WPAPGRA;C;KN;WP;524;;116.0;0;1;C62;
WPAPPBEE;C;KN;WP;528;;117.0;0;1;C62;
WPAPPBEF;C;KN;WP;551;;117.0;0;1;C62;
WPAPPDB;C;KN;WP;552;;119.0;0;1;C62;
WPAPPFR;C;KN;WP;593;;132.0;0;1;C62;
WPAPPN;C;KN;WP;597;;138.0;0;1;C62;
WPAPPRA;C;KN;WP;603;;139.0;0;1;C62;
WPAPTBEE;C;KN;WP;604;605.0;141.0;0;1;C62;
WPAPTBEF;C;KN;WP;657;658.0;141.0;0;1;C62;
WPAPTDB;C;KN;WP;659;660.0;166.0;0;1;C62;
WPAPTFR;C;KN;WP;671;672.0;178.0;0;1;C62;
WPAPTN;C;KN;WP;692;693.0;220.0;0;1;C62;
WPAPTRA;C;KN;WP;694;695.0;221.0;0;1;C62;
WPARHMATS;C;KN;WP;696;;;0;1;C62;
WPATS135RD;C;KN;WP;709;;224.0;0;1;C62;
WPATS34RD;C;KN;WP;721;;234.0;0;1;C62;
WPATSANSRD;C;KN;WP;722;;235.0;0;1;C62;
WPATSDABOG;C;KN;WP;723;;236.0;0;1;C62;
WPATSRDBOG;C;KN;WP;736;;237.0;0;1;C62;
WPAUFLPB;C;KN;WP;737;;;0;1;C62;
WPAUFORGFBH;C;KN;WP;869;;;0;1;C62;
WPBABREGS;C;KN;WP;873;;256.0;0;1;C62;
WPBEFPB;C;KN;WP;874;;;0;1;C62;
WPBESCHLAGM;C;KN;WP;880;;;0;1;C62;
WPBG2ENDB;C;KN;WP;881;;259.0;0;1;C62;
WPBG2ENDN;C;KN;WP;905;;259.0;0;1;C62;
WPBG2ZWIN;C;KN;WP;906;;259.0;0;1;C62;
WPBG4ANFB;C;KN;WP;907;;259.0;0;1;C62;
WPBG4ANFN;C;KN;WP;908;;259.0;0;1;C62;
WPBG4B;C;KN;WP;909;;259.0;0;1;C62;
WPBG4N;C;KN;WP;914;;259.0;0;1;C62;
WPBGANFB;C;KN;WP;917;;259.0;0;1;C62;
WPBGANFN;C;KN;WP;921;;259.0;0;1;C62;
WPBGANFT;C;KN;WP;923;;259.0;0;1;C62;
WPBGB;C;KN;WP;924;;295.0;0;1;C62;
WPBGENDB;C;KN;WP;944;;259.0;0;1;C62;
WPBGENDN;C;KN;WP;945;;259.0;0;1;C62;
WPBGENDT;C;KN;WP;946;;259.0;0;1;C62;
WPBGHB;C;KN;WP;947;;259.0;0;1;C62;
WPBGN;C;KN;WP;951;;259.0;0;1;C62;
WPBGO;C;KN;WP;968;;296.0;0;1;C62;
WPBGS;C;KN;WP;970;;259.0;0;1;C62;
WPBGT;C;KN;WP;971;;259.0;0;1;C62;
WPBGZWIN;C;KN;WP;972;;259.0;0;1;C62;
WPBLOCKKOMBI;C;KN;WP;973;974.0;;0;1;C62;
WPBP2ENDB;C;KN;WP;975;;297.0;0;1;C62;
WPBP2ENDN;C;KN;WP;1003;;297.0;0;1;C62;
WPBP2ZWIN;C;KN;WP;1006;;341.0;0;1;C62;
WPBP4ANFB;C;KN;WP;1007;;297.0;0;1;C62;
WPBP4ANFN;C;KN;WP;1008;;297.0;0;1;C62;
WPBP4B;C;KN;WP;1009;;342.0;0;1;C62;
WPBP4N;C;KN;WP;1010;;343.0;0;1;C62;
WPBPANFB;C;KN;WP;1011;;;0;1;C62;
WPBPANFN;C;KN;WP;1012;;;0;1;C62;
WPBPANFT;C;KN;WP;1013;;;0;1;C62;
WPBPB;C;KN;WP;1014;;344.0;0;1;C62;
WPBPENDB;C;KN;WP;1015;;;0;1;C62;
WPBPENDN;C;KN;WP;1016;;;0;1;C62;
WPBPENDT;C;KN;WP;1017;;;0;1;C62;
WPBPHB;C;KN;WP;1018;;345.0;0;1;C62;
WPBPN;C;KN;WP;1020;;346.0;0;1;C62;
WPBPO;C;KN;WP;1021;;347.0;0;1;C62;
WPBPS;C;KN;WP;1022;;;0;1;C62;
WPBPT;C;KN;WP;1023;;;0;1;C62;
WPBPZWIN;C;KN;WP;1024;;;0;1;C62;
WPBT2ENDB;C;KN;WP;1025;1026.0;348.0;0;1;C62;
WPBT2ENDN;C;KN;WP;1028;1029.0;348.0;0;1;C62;
WPBT2ZWIN;C;KN;WP;1030;1031.0;360.0;0;1;C62;
WPBT4ANFB;C;KN;WP;1032;1033.0;360.0;0;1;C62;
WPBT4ANFN;C;KN;WP;1034;1035.0;361.0;0;1;C62;
WPBT4B;C;KN;WP;1036;1037.0;362.0;0;1;C62;
WPBT4N;C;KN;WP;1038;1039.0;363.0;0;1;C62;
WPBTANFB;C;KN;WP;1040;1041.0;364.0;0;1;C62;
WPBTANFN;C;KN;WP;1042;1043.0;365.0;0;1;C62;
WPBTANFT;C;KN;WP;1044;1045.0;366.0;0;1;C62;
WPBTB;C;KN;WP;1046;1047.0;367.0;0;1;C62;
WPBTENDB;C;KN;WP;1054;1055.0;368.0;0;1;C62;
WPBTENDN;C;KN;WP;1056;1057.0;369.0;0;1;C62;
WPBTENDT;C;KN;WP;1058;1059.0;368.0;0;1;C62;
WPBTHB;C;KN;WP;1060;1061.0;370.0;0;1;C62;
WPBTN;C;KN;WP;1062;1063.0;371.0;0;1;C62;
WPBTO;C;KN;WP;1066;1067.0;372.0;0;1;C62;
WPBTS;C;KN;WP;1068;1069.0;373.0;0;1;C62;
WPBTT;C;KN;WP;1070;1071.0;374.0;0;1;C62;
WPBTZWIN;C;KN;WP;1072;1073.0;375.0;0;1;C62;
WPERKONS;C;KN;WP;1074;;;0;1;C62;
WPESBPETMS;C;KN;WP;1077;1078.0;378.0;0;1;C62;
WPFBH;C;KN;WP;1091;1092.0;;0;1;C62;
WPGMS;C;KN;WP;1108;;384.0;0;1;C62;
WPGSTABDGFUSS;C;KN;WP;1121;;;0;1;C62;
WPGSTAFUSS;C;KN;WP;1122;;;0;1;C62;
WPGSTFUSS;C;KN;WP;1123;;;0;1;C62;
WPGSTFUSSMS;C;KN;WP;1125;;;0;1;C62;
WPGSTMOTSET;C;KN;WP;1126;;;0;1;C62;
WPGSTRLPB;C;KN;WP;1127;;;0;1;C62;
WPGSTSAEUL;C;KN;WP;1128;;405.0;0;1;C62;
WPGSTSAEULMS;C;KN;WP;1129;;407.0;0;1;C62;
WPGSTSEIABDK;C;KN;WP;1130;;;0;1;C62;
WPGSTTFUSS;C;KN;WP;1131;;411.0;0;1;C62;
WPHANDS;C;KN;WP;1132;;;0;1;C62;
WPHKWKON;C;KN;WP;1133;;;0;1;C62;
WPHKWPL;C;KN;WP;1134;;;0;1;C62;
WPHUELFBHM2;C;KN;WP;1135;;;0;1;C62;
WPHUELFBHM8;C;KN;WP;1136;;;0;1;C62;
WPKEYSTPB;C;KN;WP;1137;;;0;1;C62;
WPKGS;C;KN;WP;1140;;417.0;0;1;C62;
WPKLEMFBH;C;KN;WP;1150;;;0;1;C62;
WPKOLLSENSOR;C;KN;WP;1151;1152.0;;0;1;C62;
WPKPS;C;KN;WP;1153;;430.0;0;1;C62;
WPKTS;C;KN;WP;1157;1158.0;439.0;0;1;C62;
WPKWT;C;KN;WP;1162;1163.0;450.0;0;1;C62;
WPLINEARKOMBI;C;KN;WP;1178;1179.0;;0;1;C62;
WPLINVERBTDB;C;KN;WP;1180;1181.0;;0;1;C62;
WPLTRAV;C;KN;WP;1182;;;0;1;C62;
WPMKWDB;C;KN;WP;1186;1187.0;492.0;0;1;C62;
WPMOTSTBOX;C;KN;WP;1188;;;0;1;C62;
WPNKMOTST;C;KN;WP;1191;;;0;1;C62;
WPORPB;C;KN;WP;1192;;;0;1;C62;
WPPABESABOG;C;KN;WP;1193;;495.0;0;1;C62;
WPPABESN;C;KN;WP;1194;;495.0;0;1;C62;
WPPABREGS;C;KN;WP;1195;;256.0;0;1;C62;
WPPATS135RD;C;KN;WP;1196;;496.0;0;1;C62;
WPPATS34RD;C;KN;WP;1197;;496.0;0;1;C62;
WPPATSANSRD;C;KN;WP;1198;;496.0;0;1;C62;
WPPATSDABOG;C;KN;WP;1199;;499.0;0;1;C62;
WPPATSRDBOG;C;KN;WP;1200;;496.0;0;1;C62;
WPPLTKON;C;KN;WP;1201;;500.0;0;1;C62;
WPPLTKONABT;C;KN;WP;1202;;514.0;0;1;C62;
WPPLTKONBE1;C;KN;WP;1203;;;0;1;C62;
WPPLTKONBE2;C;KN;WP;1204;;;0;1;C62;
WPPLTKONMFR;C;KN;WP;1205;;;0;1;C62;
WPPMS;C;KN;WP;1206;;515.0;0;1;C62;
WPROLPB;C;KN;WP;1208;;;0;1;C62;
WPSMARTCON;C;KN;WP;1209;1210.0;;0;1;C62;
WPSTFATS;C;KN;WP;1211;;;0;1;C62;
WPTBPB;C;KN;WP;1212;;;0;1;C62;
WPTMS;C;KN;WP;1213;1214.0;517.0;0;1;C62;
WPTPSTAFFELTISCH;C;KN;WP;1215;1216.0;;0;1;C62;
WPTZABDRAHE;C;KN;WP;1217;;;0;1;C62;
WPTZBBNTS;C;KN;WP;1218;;;0;1;C62;
WPTZCPULI;C;KN;WP;1219;1220.0;;0;1;C62;
WPTZCPURLW;C;KN;WP;1221;1222.0;;0;1;C62;
WPTZDBGSBL;C;KN;WP;1227;1228.0;522.0;0;1;C62;
WPTZDBSBL;C;KN;WP;1231;1232.0;526.0;0;1;C62;
WPTZDBSW;C;KN;WP;1233;;527.0;0;1;C62;
WPTZEARE;C;KN;WP;1234;1235.0;;0;1;C62;
WPTZFSCHR;C;KN;WP;1236;;;0;1;C62;
WPTZGCPULI;C;KN;WP;1237;;;0;1;C62;
WPTZHASF;C;KN;WP;1238;;;0;1;C62;
WPTZHASFMS;C;KN;WP;1239;;;0;1;C62;
WPTZHKK;C;KN;WP;1240;1241.0;;0;1;C62;
WPTZHRWBLD;C;KN;WP;1243;;531.0;0;1;C62;
WPTZHSDA;C;KN;WP;1252;;;0;1;C62;
WPTZKAKLA;C;KN;WP;1253;1254.0;;0;1;C62;
WPTZKBLKK;C;KN;WP;1255;1256.0;;0;1;C62;
WPTZKKDBZW;C;KN;WP;1257;1258.0;;0;1;C62;
WPTZKKFKW;C;KN;WP;1259;1260.0;;0;1;C62;
WPTZKKFPL;C;KN;WP;1261;1262.0;;0;1;C62;
WPTZKKMK;C;KN;WP;1263;1264.0;;0;1;C62;
WPTZKKMKW;C;KN;WP;1265;1266.0;;0;1;C62;
WPTZKKMPL;C;KN;WP;1267;1268.0;;0;1;C62;
WPTZKSDA;C;KN;WP;1269;;;0;1;C62;
WPTZKSSF;C;KN;WP;1270;1271.0;;0;1;C62;
WPTZKSSFPL;C;KN;WP;1279;1280.0;;0;1;C62;
WPTZKSSKQ;C;KN;WP;1281;1282.0;;0;1;C62;
WPTZKSSM;C;KN;WP;1283;1284.0;;0;1;C62;
WPTZKSSMPL;C;KN;WP;1285;1286.0;;0;1;C62;
WPTZPERSBOX;C;KN;WP;1287;1288.0;535.0;0;1;C62;
WPTZPSDA;C;KN;WP;1313;;548.0;0;1;C62;
WPTZROLF;C;KN;WP;1314;;;0;1;C62;
WPTZROLFMS;C;KN;WP;1315;;;0;1;C62;
WPTZRWBLD;C;KN;WP;1316;1317.0;549.0;0;1;C62;
WPTZRWBLDS;C;KN;WP;1328;1329.0;554.0;0;1;C62;
WPTZSDAP;C;KN;WP;1330;1331.0;555.0;0;1;C62;
WPTZSLADDB;C;KN;WP;1332;;;0;1;C62;
WPTZSMPC;C;KN;WP;1333;1334.0;;0;1;C62;
WPTZTBOX;C;KN;WP;1335;1336.0;;0;1;C62;
WPTZTBOXBE;C;KN;WP;1337;1338.0;;0;1;C62;
WPTZTNSW;C;KN;WP;1339;;527.0;0;1;C62;
WPTZTSHAKEN;C;KN;WP;1340;;;0;1;C62;
WPTZUBS;C;KN;WP;1341;1342.0;;0;1;C62;
WPTZZKW;C;KN;WP;1343;1344.0;;0;1;C62;
WPVERBBLTIPL;C;KN;WP;1345;;;0;1;C62;
WPVERBROTIPL;C;KN;WP;1346;;;0;1;C62;
WPVERBWRA;C;KN;WP;1347;;;0;1;C62;
WPVERTRAVDB;C;KN;WP;1348;;;0;1;C62;
WPVGHA;C;KN;WP;1351;;;0;1;C62;
WPVGR;C;KN;WP;1353;;;0;1;C62;
WPVKMOTST;C;KN;WP;1354;;;0;1;C62;
WPVPHA;C;KN;WP;1355;;;0;1;C62;
WPVPR;C;KN;WP;1358;;;0;1;C62;
WPVTHA;C;KN;WP;1359;1360.0;574.0;0;1;C62;
WPVTR;C;KN;WP;1362;1363.0;575.0;0;1;C62;
WPZEKK;C;KN;WP;1364;1365.0;576.0;0;1;C62;
WPZESD;C;KN;WP;1366;1367.0;;0;1;C62;
WPZESDK53Z;C;KN;WP;1368;1369.0;;0;1;C62;
WPZESDMOD;C;KN;WP;1370;;576.0;0;1;C62;
WPZESZ;C;KN;WP;1375;1376.0;;0;1;C62;
WPZESZMOD;C;KN;WP;1377;;576.0;0;1;C62;
WPZEVT;C;KN;WP;1378;;583.0;0;1;C62;
WPZKHPB;C;KN;WP;1379;;;0;1;C62;
